loan_id,member_id,loan_type,original_amount,interest_rate,term_months,origination_date,loan_status
LN-0002456,MBR-000350,Mortgage,188264.21,5.14,360,2024-01-26,Current
LN-0002457,MBR-000903,Home Equity,92832.92,16.08,180,2023-01-25,Current
LN-0002458,MBR-000740,Credit Card,14300.32,14.0,0,2018-03-21,Current
LN-0002459,MBR-000279,Personal Loan,19137.58,,12,2022-08-02,Paid Off
LN-0002460,MBR-000406,Credit Card,9720.7,10.01,0,2020-05-30,Default
LN-0002461,MBR-000909,Personal Loan,9099.23,9.01,48,2020-05-16,Delinquent
LN-0002462,MBR-001101,Personal Loan,13600.33,16.0,36,2020-10-13,Current
LN-0002463,MBR-000155,Credit Card,10714.59,12.99,0,2022-05-18,Delinquent
LN-0002464,MBR-000400,Credit Card,7557.45,14.52,0,2021-03-26,Current
LN-0002465,MBR-000347,Auto Loan,38874.18,16.21,48,2021-02-23,Delinquent
LN-0002466,MBR-000270,Mortgage,334270.75,4.74,180,2023-10-22,Current
LN-0002467,MBR-000091,Student Loan,37439.21,12.09,240,2020-04-09,Current
LN-0002468,MBR-001084,Auto Loan,49065.18,12.44,36,2022-04-11,Current
LN-0002469,MBR-000627,Home Equity,80440.39,8.91,120,2019-03-10,Delinquent
LN-0002470,MBR-000738,Personal Loan,8993.32,17.33,48,2019-12-23,Current
LN-0002471,MBR-000151,Auto Loan,26188.92,11.43,36,2024-02-25,Paid Off
LN-0002472,MBR-000064,Mortgage,113951.99,7.03,240,2019-02-12,Current
LN-0002473,MBR-000820,Auto Loan,52457.54,9.5,36,2023-09-11,Delinquent
LN-0002474,MBR-000558,Auto Loan,55461.39,5.45,36,2020-03-23,Current
LN-0002475,MBR-001016,Credit Card,3580.0,11.61,0,2018-10-25,Delinquent
LN-0002476,MBR-000624,Auto Loan,58838.72,13.63,36,2024-08-18,Paid Off
LN-0002477,MBR-000770,Mortgage,371228.16,3.79,360,2019-05-13,Current
LN-0002478,MBR-000968,Auto Loan,17469.5,4.83,48,2019-03-06,Current
LN-0002479,MBR-000634,Personal Loan,6212.88,5.4,24,2019-03-14,Current
LN-0002480,MBR-000035,Personal Loan,17878.02,16.1,48,2021-07-13,Current
LN-0002481,MBR-000342,Auto Loan,20462.77,15.93,36,2022-04-10,Current
LN-0002482,MBR-001134,Credit Card,-1992.37,11.83,0,2019-02-01,Paid Off
LN-0002483,MBR-000371,Credit Card,1434.32,9.26,0,2019-10-02,Current
LN-0002484,MBR-000066,Auto Loan,56482.59,12.96,36,2024-09-10,Current
LN-0002485,MBR-000794,Auto Loan,48157.47,15.33,36,2023-03-22,Current
LN-0002486,MBR-000579,Personal Loan,17706.6,11.79,12,2022-11-13,Delinquent
LN-0002487,MBR-000719,Auto Loan,62753.69,8.76,36,2022-07-06,Delinquent
LN-0002488,MBR-000640,Credit Card,8854.78,8.98,0,2023-06-11,Current
LN-0002489,MBR-000693,Auto Loan,20616.32,5.32,72,2022-12-21,Current
LN-0002490,MBR-000307,Auto Loan,8006.87,7.99,48,2021-10-16,Current
LN-0002491,MBR-001154,Auto Loan,53335.35,6.77,60,2023-05-23,Current
LN-0002492,MBR-001033,Auto Loan,8664.84,15.03,60,2019-02-22,Current
LN-0002493,MBR-000636,Personal Loan,6788.04,,48,2022-01-25,Current
LN-0002494,MBR-000759,Credit Card,5730.94,13.89,0,2022-05-11,Default
LN-0002495,MBR-000217,Credit Card,13765.43,3.81,0,2019-11-24,Current
LN-0002496,MBR-001122,Student Loan,5522.44,14.29,240,2019-04-05,Default
LN-0002497,MBR-000246,Student Loan,60723.31,,180,2023-03-06,Current
LN-0002498,MBR-000802,Mortgage,324894.34,6.03,360,2021-03-08,Paid Off
LN-0002499,MBR-001102,Credit Card,13120.72,11.59,0,2019-11-06,Current
LN-0002500,MBR-001139,Student Loan,11024.96,3.93,120,2022-04-20,Delinquent
LN-0002501,MBR-000605,Auto Loan,24613.8,5.57,72,2019-04-17,Delinquent
LN-0002502,MBR-000447,Auto Loan,24905.81,11.92,60,2018-03-04,Paid Off
LN-0002503,MBR-000038,Student Loan,58917.43,8.58,180,2020-03-12,Paid Off
LN-0002504,MBR-000920,Home Equity,95122.91,,180,2019-01-16,Current
LN-0002505,MBR-000327,Auto Loan,11231.13,11.06,60,2022-10-30,Delinquent
LN-0002506,MBR-000013,Personal Loan,3696.3,4.36,48,2018-02-22,Current
LN-0002507,MBR-000415,Home Equity,25835.28,7.19,60,2023-01-18,Current
LN-0002508,MBR-000710,Auto Loan,11948.04,8.86,36,2019-01-30,Current
LN-0002509,MBR-001126,Auto Loan,17389.22,5.15,48,2020-04-16,Current
LN-0002510,MBR-000212,Auto Loan,60277.9,14.57,48,2024-07-24,Current
LN-0002511,MBR-000280,Credit Card,11830.9,17.17,0,2022-05-02,Current
LN-0002512,MBR-000532,Personal Loan,20598.29,9.05,36,2018-07-15,Current
LN-0002513,MBR-000627,Auto Loan,-64099.39,17.49,48,2021-12-29,Current
LN-0002514,MBR-001054,Personal Loan,1198.83,11.05,36,2019-03-15,Current
LN-0002515,MBR-000684,Auto Loan,22028.55,17.11,72,2021-10-13,Default
LN-0002516,MBR-001153,Credit Card,8171.9,14.79,0,2023-12-12,Default
LN-0002517,MBR-000694,Auto Loan,63333.24,10.59,36,2024-01-27,Current
LN-0002518,MBR-000039,Auto Loan,32553.65,10.38,72,2024-08-23,Current
LN-0002519,MBR-000252,Home Equity,59331.54,15.75,60,2024-06-28,Current
LN-0002520,MBR-000628,Personal Loan,17959.95,3.86,48,2024-08-18,Paid Off
LN-0002521,MBR-000932,Credit Card,7326.95,11.51,0,2020-10-03,Current
LN-0002522,MBR-000764,Personal Loan,11190.66,8.06,48,2019-11-01,Current
LN-0002523,MBR-000975,Auto Loan,62907.52,17.24,72,2018-06-25,Current
LN-0002524,MBR-000083,Personal Loan,10731.99,8.16,12,2020-12-23,Current
LN-0002525,MBR-000814,Mortgage,396692.13,3.68,360,2023-09-08,Current
LN-0002526,MBR-000884,Auto Loan,28190.68,13.95,36,2024-07-16,Current
LN-0002527,MBR-000487,Personal Loan,6767.56,7.13,24,2023-03-10,Current
LN-0002528,MBR-000539,Auto Loan,12279.04,8.49,72,2019-05-04,Delinquent
LN-0002529,MBR-000223,Home Equity,53738.28,9.04,60,2018-04-14,Current
LN-0002530,MBR-000469,Home Equity,57124.84,7.57,120,2021-11-30,Delinquent
LN-0002531,MBR-000398,Auto Loan,13569.64,9.25,60,2024-08-23,Current
LN-0002532,MBR-000029,Mortgage,319435.47,7.0,240,2020-07-04,Current
LN-0002533,MBR-000971,Mortgage,448299.03,3.47,240,2022-11-11,Current
LN-0002534,MBR-000542,Credit Card,7869.7,12.5,0,2021-02-26,Current
LN-0002535,MBR-000350,Personal Loan,12214.92,7.3,48,2018-05-20,Paid Off
LN-0002536,MBR-000889,Credit Card,1633.79,11.68,0,2023-10-16,Current
LN-0002537,MBR-000413,Mortgage,448382.96,4.37,180,2020-07-27,Current
LN-0002538,MBR-000568,Mortgage,322176.87,4.81,240,2022-08-17,Current
LN-0002539,MBR-000834,Mortgage,115431.03,6.95,360,2023-04-30,Current
LN-0002540,MBR-001144,Auto Loan,12285.99,8.51,48,2024-07-02,Current
LN-0002541,MBR-000359,Auto Loan,30658.94,4.42,36,2020-09-03,Current
LN-0002542,MBR-001068,Personal Loan,1320.14,10.91,36,2024-09-14,Paid Off
LN-0002543,MBR-000514,Mortgage,106253.5,4.52,180,2020-10-13,Current
LN-0002544,MBR-001046,Home Equity,74970.99,12.69,180,2024-01-22,Current
LN-0002545,MBR-000119,Credit Card,13445.03,17.5,0,2023-01-10,Current
LN-0002546,MBR-000512,Mortgage,170681.96,6.48,360,2023-10-17,Delinquent
LN-0002547,MBR-000899,Auto Loan,25129.19,10.92,36,2018-12-17,Current
LN-0002548,MBR-000327,Auto Loan,10963.19,13.58,72,2024-03-13,Current
LN-0002549,MBR-000174,Auto Loan,64066.61,15.81,36,2020-11-11,Current
LN-0002550,MBR-000077,Student Loan,20115.96,9.59,180,2024-02-25,Current
LN-0002551,MBR-000919,Mortgage,440809.41,4.92,180,2023-05-19,Paid Off
LN-0002552,MBR-000835,Auto Loan,31712.85,14.49,60,2018-09-29,Delinquent
LN-0002553,MBR-000874,Personal Loan,12388.42,4.58,48,2024-08-28,Current
LN-0002554,MBR-000500,Home Equity,79209.69,15.6,120,2022-09-02,Delinquent
LN-0002555,MBR-000702,Personal Loan,12559.84,10.69,36,2024-04-24,Current
LN-0002556,MBR-000848,Auto Loan,63458.67,16.97,48,2022-12-07,Current
LN-0002557,MBR-000773,Auto Loan,15440.04,7.37,36,2020-01-18,Current
LN-0002558,MBR-000247,Student Loan,65900.9,6.01,180,2024-08-04,Current
LN-0002559,MBR-000007,Student Loan,37861.88,9.46,120,2024-08-09,Current
LN-0002560,MBR-000064,Personal Loan,12780.32,4.81,24,2022-11-26,Current
LN-0002561,MBR-000769,personal loan,21606.0,3.72,48,2019-02-21,Current
LN-0002562,MBR-001016,Credit Card,11321.23,6.5,0,2018-11-24,Current
LN-0002563,MBR-000752,Mortgage,147196.01,7.06,180,2022-07-11,Current
LN-0002564,MBR-000775,Auto Loan,16462.3,4.53,36,2023-07-23,Delinquent
LN-0002565,MBR-000691,Student Loan,40913.37,,240,2021-03-08,Current
LN-0002566,MBR-000884,Student Loan,67103.6,9.42,240,2018-10-01,Delinquent
LN-0002567,MBR-000043,Credit Card,2885.6,7.73,0,2022-03-23,Current
LN-0002568,MBR-000437,Auto Loan,47356.99,16.24,72,2023-01-24,Current
LN-0002569,MBR-000035,Personal Loan,5572.91,14.73,24,2022-09-08,Current
LN-0002570,MBR-000636,Mortgage,297863.71,4.96,240,2022-03-25,Delinquent
LN-0002571,MBR-000237,Mortgage,360385.42,5.33,180,2021-03-27,Current
LN-0002572,MBR-000627,Mortgage,176237.39,3.47,360,2022-05-18,Current
LN-0002573,MBR-000116,Credit Card,2793.4,14.27,0,2018-04-01,Current
LN-0002574,MBR-000144,Home Equity,26443.5,6.36,180,2021-08-18,Current
LN-0002575,MBR-000084,Personal Loan,9223.32,9.12,48,2019-06-22,Paid Off
LN-0002576,MBR-000714,Personal Loan,13645.14,6.37,12,2022-02-25,Current
LN-0002577,MBR-000995,Personal Loan,23905.47,17.95,36,2024-07-03,Delinquent
LN-0002578,MBR-000272,Auto Loan,42284.19,10.45,72,2018-11-22,Current
LN-0002579,MBR-000243,Credit Card,936.56,12.27,0,2020-12-17,Delinquent
LN-0002580,MBR-000569,Student Loan,20253.32,16.92,240,2019-07-21,Current
LN-0002581,MBR-000248,auto loan,30153.22,10.56,72,2023-09-05,Current
LN-0002582,MBR-000981,Mortgage,165819.7,7.11,240,2019-05-16,Current
LN-0002583,MBR-000585,Mortgage,334189.52,6.55,240,2023-03-26,Current
LN-0002584,MBR-000559,Personal Loan,4613.48,11.63,12,2018-09-07,Current
LN-0002585,MBR-000974,auto loan,11124.34,8.11,36,2020-10-03,Current
LN-0002586,MBR-000920,Mortgage,443185.28,7.23,180,2020-07-24,Current
LN-0002587,MBR-000039,Mortgage,319289.7,5.41,240,2023-02-24,Current
LN-0002588,MBR-001180,Home Equity,99251.44,15.65,180,2019-12-12,Paid Off
LN-0002589,MBR-000980,Home Equity,56104.95,13.31,120,2020-09-29,Current
LN-0002590,MBR-000826,Auto Loan,31164.0,9.87,72,2018-10-14,Current
LN-0002591,MBR-000426,Credit Card,2231.01,3.65,0,2019-08-07,Delinquent
LN-0002592,MBR-001057,Personal Loan,1653.42,7.17,48,2022-02-09,Delinquent
LN-0002593,MBR-000641,Auto Loan,24925.76,17.47,48,2020-11-17,Paid Off
LN-0002594,MBR-000953,Personal Loan,2161.52,11.34,12,2018-11-09,Delinquent
LN-0002595,MBR-001040,Auto Loan,8521.65,3.84,48,2018-03-18,Current
LN-0002596,MBR-000727,Personal Loan,11231.59,9.57,12,2018-06-07,Paid Off
LN-0002597,MBR-000648,Auto Loan,25126.6,17.27,36,2021-07-07,Current
LN-0002598,MBR-000298,Personal Loan,13414.47,17.65,12,2019-12-16,Current
LN-0002599,MBR-000405,Credit Card,-3779.9,15.52,0,2021-06-26,Paid Off
LN-0002600,MBR-000657,Personal Loan,24115.74,4.72,24,2024-06-14,Default
LN-0002601,MBR-000849,Auto Loan,8791.72,4.63,60,2018-09-16,Current
LN-0002602,MBR-000370,Mortgage,216382.7,3.63,240,2022-10-20,Current
LN-0002603,MBR-000131,Auto Loan,45568.13,4.39,60,2022-08-12,Current
LN-0002604,MBR-000156,Credit Card,14179.98,14.43,0,2023-09-21,Paid Off
LN-0002605,MBR-000684,Student Loan,30473.79,15.32,180,2020-01-08,Current
LN-0002606,MBR-001092,Home Equity,72082.9,14.35,60,2023-07-27,Delinquent
LN-0002607,MBR-001038,Auto Loan,48561.5,15.03,36,2020-09-29,Delinquent
LN-0002608,MBR-000181,Mortgage,352037.46,3.08,360,2024-01-04,Paid Off
LN-0002609,MBR-000646,Credit Card,6556.18,8.59,0,2018-09-01,Current
LN-0002610,MBR-000197,Mortgage,369435.47,4.57,360,2023-02-04,Current
LN-0002611,MBR-000476,Auto Loan,38503.26,8.99,48,2024-09-06,Delinquent
LN-0002612,MBR-000034,Home Equity,49313.66,3.74,180,2019-11-07,Delinquent
LN-0002613,MBR-000098,Student Loan,47015.07,7.02,180,2020-02-13,Current
LN-0002614,MBR-000429,Student Loan,60950.69,5.81,180,2019-08-06,Current
LN-0002615,MBR-000710,Student Loan,59361.95,9.05,120,2023-08-31,Current
LN-0002616,MBR-000907,Mortgage,161266.87,7.43,180,2024-08-31,Current
LN-0002617,MBR-001185,Home Equity,25725.4,11.32,180,2021-12-18,Delinquent
LN-0002618,MBR-001085,Student Loan,6134.43,15.77,180,2023-05-30,Current
LN-0002619,MBR-001062,Auto Loan,46880.76,4.53,72,2022-01-20,Current
LN-0002620,MBR-000828,Credit Card,9708.05,14.1,0,2021-04-12,Current
LN-0002621,MBR-000773,Mortgage,81311.37,3.94,180,2023-01-07,Current
LN-0002622,MBR-001066,Personal Loan,8877.02,15.02,12,2019-06-26,Current
LN-0002623,MBR-000094,Auto Loan,53209.53,,36,2023-03-11,Paid Off
LN-0002624,MBR-000532,Student Loan,23854.68,17.94,120,2019-11-19,Current
LN-0002625,MBR-000551,auto loan,35226.91,12.71,72,2018-11-27,Paid Off
LN-0002626,MBR-000139,Auto Loan,51165.54,14.48,72,2020-01-07,Current
LN-0002627,MBR-000518,Student Loan,71990.52,4.7,240,2022-05-26,Current
LN-0002628,MBR-001001,Home Equity,44683.13,6.15,120,2022-09-18,Current
LN-0002629,MBR-000218,Student Loan,72581.71,14.55,120,2018-02-16,Delinquent
LN-0002630,MBR-001075,Auto Loan,13163.01,5.8,36,2018-09-01,Default
LN-0002631,MBR-000774,Home Equity,51151.94,17.27,180,2022-03-28,Current
LN-0002632,MBR-000198,Personal Loan,4367.08,5.4,36,2022-04-14,Default
LN-0002633,MBR-000780,Auto Loan,30426.95,9.74,48,2023-07-06,Paid Off
LN-0002634,MBR-000524,Auto Loan,14719.06,4.37,48,2024-10-26,Current
LN-0002635,MBR-001092,Home Equity,113066.03,13.0,120,2018-09-07,Delinquent
LN-0002636,MBR-000878,Home Equity,87812.57,8.87,120,2023-01-17,Current
LN-0002637,MBR-000945,Credit Card,5142.9,12.04,0,2023-06-27,Paid Off
LN-0002638,MBR-001195,Credit Card,10883.87,11.97,0,2023-06-02,Current
LN-0002639,MBR-000445,Credit Card,8301.68,7.69,0,2020-03-03,Current
LN-0002640,MBR-000357,Auto Loan,34391.49,3.97,36,2019-09-23,Current
LN-0002641,MBR-000712,Auto Loan,48407.42,12.43,60,2019-01-02,Paid Off
LN-0002642,MBR-000965,Credit Card,2545.43,17.8,0,2018-08-04,Current
LN-0002643,MBR-000359,Student Loan,76749.27,13.43,120,2024-02-07,Delinquent
LN-0002644,MBR-001134,Student Loan,68218.34,12.74,240,2018-02-23,Current
LN-0002645,MBR-000162,Auto Loan,51991.04,10.78,60,2021-06-01,Delinquent
LN-0002646,MBR-000952,Student Loan,14515.28,,180,2019-03-15,Delinquent
LN-0002647,MBR-000195,Student Loan,68827.52,16.15,180,2022-10-23,Paid Off
LN-0002648,MBR-000857,Personal Loan,-20874.96,10.05,12,2018-02-21,Current
LN-0002649,MBR-000888,Auto Loan,64549.62,15.56,36,2021-04-06,Current
LN-0002650,MBR-000876,Mortgage,204202.82,5.86,240,2020-01-31,Current
LN-0002651,MBR-001194,Credit Card,9781.15,10.62,0,2020-06-24,Delinquent
LN-0002652,MBR-000791,Auto Loan,49333.21,17.63,48,2023-05-22,Delinquent
LN-0002653,MBR-000723,Home Equity,145443.48,13.34,180,2018-11-11,Current
LN-0002654,MBR-000779,Home Equity,100207.98,6.73,60,2018-08-26,Delinquent
LN-0002655,MBR-000858,Auto Loan,13213.5,12.76,60,2020-07-30,Current
LN-0002656,MBR-000258,Student Loan,79105.18,15.34,240,2018-03-12,Current
LN-0002657,MBR-000837,Personal Loan,16879.35,14.98,24,2018-04-20,Paid Off
LN-0002658,MBR-001070,Auto Loan,61070.28,7.47,48,2022-07-27,Current
LN-0002659,MBR-001070,Personal Loan,15772.99,16.83,24,2021-03-10,Current
LN-0002660,MBR-000870,Personal Loan,4461.9,15.11,48,2021-04-03,Current
LN-0002661,MBR-000412,Auto Loan,38111.25,14.08,72,2018-04-10,Current
LN-0002662,MBR-000214,Personal Loan,5050.98,13.79,12,2024-03-29,Current
LN-0002663,MBR-000898,Personal Loan,5937.58,4.98,24,2021-10-14,Current
LN-0002664,MBR-000953,Personal Loan,10658.25,7.36,36,2019-03-04,Current
LN-0002665,MBR-000958,Personal Loan,18160.63,15.82,24,2021-05-27,Current
LN-0002666,MBR-000236,Personal Loan,5271.49,10.41,12,2023-03-05,Current
LN-0002667,MBR-000609,Personal Loan,16417.53,3.92,36,2018-01-30,Current
LN-0002668,MBR-000682,Home Equity,143924.63,10.53,120,2021-07-03,Current
LN-0002669,MBR-000512,Auto Loan,33999.82,4.17,48,2020-03-15,Current
LN-0002670,MBR-000262,Student Loan,32173.09,7.66,240,2024-01-08,Current
LN-0002671,MBR-000509,Personal Loan,12692.87,13.65,36,2021-06-29,Current
LN-0002672,MBR-001186,Home Equity,19401.41,4.95,180,2023-03-10,Default
LN-0002673,MBR-000347,credit card,7843.45,12.96,0,2023-10-31,Current
LN-0002674,MBR-000203,Auto Loan,35065.07,5.46,72,2023-06-30,Delinquent
LN-0002675,MBR-000693,Auto Loan,55526.67,3.57,36,2023-01-21,Current
LN-0002676,MBR-001078,Auto Loan,18961.05,15.0,48,2019-11-14,Current
LN-0002677,MBR-000797,Personal Loan,18972.4,3.98,24,2023-03-18,Current
LN-0002678,MBR-001137,Personal Loan,4107.89,3.71,24,2020-09-01,Current
LN-0002679,MBR-000090,Student Loan,46581.77,8.79,240,2018-04-16,Delinquent
LN-0002680,MBR-000028,Auto Loan,22103.45,3.51,48,2023-02-12,Current
LN-0002681,MBR-000982,Mortgage,370811.35,5.95,360,2019-09-26,Current
LN-0002682,MBR-000126,Student Loan,45679.5,16.54,180,2024-05-28,Delinquent
LN-0002683,MBR-000958,Personal Loan,16540.92,5.93,36,2021-01-07,Current
LN-0002684,MBR-001150,Auto Loan,8148.68,14.79,48,2023-02-04,Delinquent
LN-0002685,MBR-000632,Credit Card,14016.4,13.1,0,2020-06-06,Current
LN-0002686,MBR-000800,Auto Loan,41209.68,16.49,72,2021-01-08,Current
LN-0002687,MBR-000471,Student Loan,31959.24,15.81,240,2021-11-28,Current
LN-0002688,MBR-000538,Personal Loan,6173.13,10.98,12,2022-11-16,Current
LN-0002689,MBR-001137,Personal Loan,5990.95,13.62,24,2024-08-01,Current
LN-0002690,MBR-000117,Student Loan,70643.5,15.95,240,2021-05-04,Current
LN-0002691,MBR-000087,Auto Loan,41960.51,16.79,36,2021-01-30,Current
LN-0002692,MBR-001152,Student Loan,76880.02,10.36,120,2023-10-04,Current
LN-0002693,MBR-000554,Mortgage,95882.86,3.2,180,2022-09-20,Current
LN-0002694,MBR-001107,Credit Card,14710.74,10.65,0,2018-03-29,Delinquent
LN-0002695,MBR-000043,Auto Loan,59496.22,7.64,48,2021-08-11,Current
LN-0002696,MBR-000677,Personal Loan,20662.74,13.61,36,2022-09-24,Current
LN-0002697,MBR-000028,Auto Loan,27349.25,12.97,36,2019-06-08,Delinquent
LN-0002698,MBR-000601,Mortgage,443053.19,4.28,240,2018-06-02,Current
LN-0002699,MBR-000082,Personal Loan,16621.04,16.61,36,2021-01-08,Delinquent
LN-0002700,MBR-000969,Home Equity,136167.85,15.65,180,2023-05-17,Current
LN-0002701,MBR-000112,Student Loan,44856.93,8.33,120,2024-01-07,Current
LN-0002702,MBR-000117,Auto Loan,47375.21,9.55,60,2023-02-28,Current
LN-0002703,MBR-000541,Credit Card,2451.91,13.33,0,2020-03-08,Current
LN-0002704,MBR-000936,Auto Loan,64092.98,15.48,48,2023-08-16,Default
LN-0002705,MBR-000732,Personal Loan,8964.71,9.5,36,2022-04-23,Default
LN-0002706,MBR-000788,Auto Loan,63161.28,10.42,48,2022-06-30,Current
LN-0002707,MBR-000106,Auto Loan,27574.06,7.29,60,2021-10-26,Default
LN-0002708,MBR-000280,Mortgage,315110.88,7.39,240,2021-03-24,Current
LN-0002709,MBR-000762,Auto Loan,45982.43,9.09,48,2023-05-30,Current
LN-0002710,MBR-000135,Mortgage,298499.09,5.92,180,2023-12-31,Current
LN-0002711,MBR-000668,Mortgage,140506.85,5.59,180,2020-02-22,Current
LN-0002712,MBR-000943,Credit Card,13410.99,13.92,0,2023-10-31,Current
LN-0002713,MBR-000944,Auto Loan,-54621.64,9.0,60,2024-02-13,Current
LN-0002714,MBR-000318,Personal Loan,24874.49,6.74,48,2024-06-06,Delinquent
LN-0002715,MBR-000627,Credit Card,6161.32,17.25,0,2023-09-03,Current
LN-0002716,MBR-001079,Home Equity,123698.42,9.05,180,2021-07-19,Current
LN-0002717,MBR-000849,Mortgage,140148.66,3.3,360,2023-01-06,Default
LN-0002718,MBR-000658,Auto Loan,11692.83,17.9,36,2022-02-26,Current
LN-0002719,MBR-001089,Credit Card,4878.9,8.37,0,2024-01-12,Delinquent
LN-0002720,MBR-001158,Credit Card,1864.04,5.97,0,2020-07-19,Current
LN-0002721,MBR-001066,Home Equity,47638.87,11.93,120,2019-03-23,Current
LN-0002722,MBR-001194,Home Equity,42245.8,15.26,180,2023-10-16,Current
LN-0002723,MBR-001024,Auto Loan,13792.58,9.06,48,2023-03-21,Current
LN-0002724,MBR-000258,Mortgage,232312.18,3.6,360,2018-08-13,Current
LN-0002725,MBR-000069,Auto Loan,50385.78,4.14,72,2018-01-12,Delinquent
LN-0002726,MBR-000561,Auto Loan,23950.59,9.52,48,2022-03-18,Paid Off
LN-0002727,MBR-000152,Home Equity,101172.88,12.09,180,2023-07-22,Current
LN-0002728,MBR-000181,Auto Loan,44470.24,14.05,60,2019-01-26,Current
LN-0002729,MBR-000750,Auto Loan,49622.63,15.02,60,2024-01-05,Current
LN-0002730,MBR-000504,Personal Loan,16723.31,5.73,24,2020-11-16,Current
LN-0002731,MBR-000486,Auto Loan,-31119.56,4.61,36,2020-07-13,Current
LN-0002732,MBR-000277,Personal Loan,21295.41,5.89,36,2018-07-30,Current
LN-0002733,MBR-000462,Auto Loan,28861.04,8.69,48,2023-09-17,Current
LN-0002734,MBR-000534,Credit Card,9381.6,14.78,0,2023-12-11,Delinquent
LN-0002735,MBR-000737,Personal Loan,24016.14,15.47,24,2023-11-19,Current
LN-0002736,MBR-000796,Auto Loan,46406.38,3.65,60,2023-02-11,Paid Off
LN-0002737,MBR-000032,Personal Loan,17305.78,9.18,36,2023-10-14,Current
LN-0002738,MBR-000815,Personal Loan,23399.49,16.08,48,2019-06-30,Current
LN-0002739,MBR-000038,Auto Loan,21627.47,4.43,36,2018-06-02,Delinquent
LN-0002740,MBR-000505,Personal Loan,6812.31,12.08,12,2021-05-18,Paid Off
LN-0002741,MBR-001122,Personal Loan,4205.83,5.59,24,2024-03-18,Current
LN-0002742,MBR-000005,Home Equity,32766.2,7.67,120,2021-05-05,Current
LN-0002743,MBR-000492,Auto Loan,21192.12,5.41,36,2018-03-03,Current
LN-0002744,MBR-000351,Mortgage,328669.17,4.19,180,2021-09-25,Current
LN-0002745,MBR-000478,Personal Loan,19214.38,12.26,48,2019-04-23,Current
LN-0002746,MBR-001064,Auto Loan,49909.41,15.1,60,2018-08-18,Paid Off
LN-0002747,MBR-000931,Personal Loan,23414.57,6.63,12,2021-01-31,Current
LN-0002748,MBR-000111,Personal Loan,22506.95,6.94,12,2019-06-12,Current
LN-0002749,MBR-000867,Personal Loan,18376.81,9.61,48,2020-03-21,Current
LN-0002750,MBR-001117,Mortgage,341846.59,6.89,180,2024-02-06,Delinquent
LN-0002751,MBR-000320,Auto Loan,32634.07,12.11,48,2020-02-02,Paid Off
LN-0002752,MBR-000170,Auto Loan,61512.21,8.22,48,2020-06-09,Current
LN-0002753,MBR-000057,Credit Card,12996.06,7.72,0,2019-01-28,Paid Off
LN-0002754,MBR-000329,Auto Loan,64278.82,7.15,60,2022-05-08,Current
LN-0002755,MBR-000452,Mortgage,163876.92,6.94,360,2021-11-28,Current
LN-0002756,MBR-000388,Auto Loan,62403.96,7.54,60,2020-03-16,Default
LN-0002757,MBR-000480,Auto Loan,37770.4,10.87,60,2018-11-23,Delinquent
